episode_index,step_count,observation_state,action_taken,reward_received,terminated
3,467,[ 0.01260439  0.00723131 -0.00404303 -0.0129018 ],0,1.0,False
3,468,[ 0.01274902 -0.18783243 -0.00430107  0.27850276],0,1.0,False
3,469,[ 0.00899237  0.00735062  0.00126899 -0.01553361],1,1.0,False
3,470,[ 0.00913938  0.20245434  0.00095831 -0.30781588],1,1.0,False
3,471,[ 0.01318847  0.00731875 -0.005198   -0.01483089],0,1.0,False
3,472,[ 0.01333484 -0.18772827 -0.00549462  0.27620748],0,1.0,False
3,473,[ 9.580278e-03  7.471643e-03  2.952715e-05 -1.820337e-02],1,1.0,False
3,474,[ 0.00972971 -0.18765073 -0.00033454  0.27448887],0,1.0,False
3,475,[ 0.0059767   0.00747599  0.00515524 -0.01829955],1,1.0,False
3,476,[ 0.00612622  0.20252363  0.00478925 -0.3093515 ],1,1.0,False
3,477,[ 0.01017669  0.00733377 -0.00139778 -0.01516203],0,1.0,False
3,478,[ 0.01032336 -0.1877681  -0.00170102  0.27707955],0,1.0,False
3,479,[ 0.006568    0.00737807  0.00384057 -0.01613939],1,1.0,False
3,480,[ 0.00671556  0.20244473  0.00351778 -0.3076081 ],1,1.0,False
3,481,[ 0.01076446  0.00727284 -0.00263438 -0.01381784],0,1.0,False
3,482,[ 0.01090991 -0.18781124 -0.00291074  0.27803275],0,1.0,False
3,483,[ 0.00715369  0.00735212  0.00264992 -0.0155668 ],1,1.0,False
3,484,[ 0.00730073  0.20243597  0.00233858 -0.30741248],1,1.0,False
3,485,[ 0.01134945  0.00728077 -0.00380967 -0.01399294],0,1.0,False
3,486,[ 0.01149507 -0.18778634 -0.00408953  0.27748555],0,1.0,False
3,487,[ 0.00773934  0.00739372  0.00146018 -0.01648439],1,1.0,False
3,488,[ 0.00788721 -0.18774915  0.00113049  0.2766589 ],0,1.0,False
3,489,[ 0.00413223  0.00735666  0.00666367 -0.01566727],1,1.0,False
3,490,[ 0.00427936  0.20238242  0.00635033 -0.3062403 ],1,1.0,False
3,491,[ 0.00832701  0.00717055  0.00022552 -0.01156143],0,1.0,False
3,492,[ 8.4704235e-03 -1.8795463e-01 -5.7075986e-06  2.8119266e-01],0,1.0,False
3,493,[ 0.00471133  0.0071674   0.00561815 -0.01149208],1,1.0,False
3,494,[ 0.00485468  0.20220833  0.0053883  -0.30239713],1,1.0,False
3,495,[ 0.00889885  0.00701    -0.00065964 -0.00801973],0,1.0,False
3,496,[ 0.00903905 -0.18810248 -0.00082003  0.284455  ],0,1.0,False
3,497,[ 0.005277    0.00703115  0.00486907 -0.00848645],1,1.0,False
3,498,[ 0.00541762  0.20208293  0.00469934 -0.29962915],1,1.0,False
3,499,[ 0.00945928  0.00689432 -0.00129325 -0.00546786],0,1.0,False
4,0,[-0.02804451  0.20050313  0.01591207 -0.24164942],1,1.0,False
4,1,[-0.02403445  0.00515754  0.01107909  0.05600982],0,1.0,False
4,2,[-0.0239313   0.2001189   0.01219928 -0.23315708],1,1.0,False
4,3,[-0.01992892  0.00482478  0.00753614  0.06334879],0,1.0,False
4,4,[-0.01983242  0.19983788  0.00880312 -0.22694695],1,1.0,False
4,5,[-0.01583567  0.00459123  0.00426418  0.06849976],0,1.0,False
4,6,[-0.01574384  0.1996518   0.00563417 -0.22283475],1,1.0,False
4,7,[-0.0117508   0.00444976  0.00117748  0.07162008],0,1.0,False
4,8,[-0.01166181  0.19955482  0.00260988 -0.22069111],1,1.0,False
4,9,[-0.00767071  0.00439565 -0.00180394  0.07281393],0,1.0,False
4,10,[-0.0075828   0.19954342 -0.00034767 -0.2204376 ],1,1.0,False
4,11,[-0.00359193  0.00442644 -0.00475642  0.07213563],0,1.0,False
4,12,[-0.0035034   0.19961625 -0.00331371 -0.22204417],1,1.0,False
4,13,[ 0.00048892  0.00454183 -0.00775459  0.06959165],0,1.0,False
4,14,[ 0.00057976  0.19977409 -0.00636276 -0.22552776],1,1.0,False
4,15,[ 0.00457524  0.00474365 -0.01087331  0.06514134],0,1.0,False
4,16,[ 0.00467011  0.20001979 -0.00957048 -0.23095226],1,1.0,False
4,17,[ 0.00867051  0.0050359  -0.01418953  0.05869651],0,1.0,False
4,18,[ 0.00877123  0.20035839 -0.0130156  -0.23842932],1,1.0,False
4,19,[ 0.01277839  0.00542478 -0.01778419  0.05011985],0,1.0,False
4,20,[ 0.01288689 -0.18943772 -0.01678179  0.3371391 ],0,1.0,False
4,21,[ 0.00909814  0.00591899 -0.01003901  0.03921169],1,1.0,False
4,22,[ 0.00921652  0.20118344 -0.00925477 -0.25662166],1,1.0,False
4,23,[ 0.01324019  0.00619484 -0.01438721  0.03312786],0,1.0,False
4,24,[ 0.01336408 -0.18871787 -0.01372465  0.32123697],0,1.0,False
4,25,[ 0.00958972  0.00659682 -0.00729991  0.02425762],1,1.0,False
4,26,[ 0.00972166  0.20182268 -0.00681476 -0.27071953],1,1.0,False
4,27,[ 0.01375811  0.00679864 -0.01222915  0.01980621],0,1.0,False
4,28,[ 0.01389409 -0.18814582 -0.01183302  0.30860576],0,1.0,False
4,29,[ 0.01013117  0.00714273 -0.00566091  0.01221462],1,1.0,False
4,30,[ 0.01027403 -0.18789758 -0.00541662  0.3031061 ],0,1.0,False
4,31,[0.00651607 0.00730114 0.00064551 0.00871983],1,1.0,False
4,32,[ 0.0066621   0.20241383  0.0008199  -0.28375936],1,1.0,False
4,33,[ 0.01071037  0.00728019 -0.00485529  0.00918204],0,1.0,False
4,34,[ 0.01085598 -0.18777178 -0.00467164  0.30032912],0,1.0,False
4,35,[0.00710054 0.00741644 0.00133494 0.00617652],1,1.0,False
4,36,[ 0.00724887  0.20251922  0.00145847 -0.28608492],1,1.0,False
4,37,[ 0.01129926  0.0073765  -0.00426323  0.00705764],0,1.0,False
4,38,[ 0.01144679  0.20255932 -0.00412208 -0.28696734],1,1.0,False
4,39,[ 0.01549797  0.0074964  -0.00986142  0.00441268],0,1.0,False
4,40,[ 0.0156479  -0.18748274 -0.00977317  0.29396796],0,1.0,False
4,41,[ 0.01189824  0.00777717 -0.00389381 -0.00178118],1,1.0,False
4,42,[ 0.01205379 -0.18728872 -0.00392943  0.28967065],0,1.0,False
4,43,[ 0.00830801  0.00788904  0.00186398 -0.00424897],1,1.0,False
4,44,[ 0.00846579  0.20298421  0.001779   -0.2963432 ],1,1.0,False
4,45,[ 0.01252548  0.00783695 -0.00414786 -0.00309975],0,1.0,False
4,46,[ 0.01268222 -0.18722527 -0.00420986  0.2882716 ],0,1.0,False
4,47,[ 0.00893771  0.00795646  0.00155557 -0.0057361 ],1,1.0,False
4,48,[ 0.00909684  0.20305607  0.00144085 -0.29792783],1,1.0,False
4,49,[ 0.01315796  0.0079136  -0.00451771 -0.00479082],0,1.0,False
4,50,[ 0.01331623 -0.18714327 -0.00461352  0.2864633 ],0,1.0,False
4,51,[ 0.00957337  0.00804418  0.00111574 -0.00767112],1,1.0,False
4,52,[ 0.00973425  0.20315011  0.00096232 -0.3000018 ],1,1.0,False
4,53,[ 0.01379726  0.00801445 -0.00503772 -0.00701554],0,1.0,False
4,54,[ 0.01395754 -0.18703489 -0.00517803  0.28407368],0,1.0,False
4,55,[ 0.01021685  0.00816053  0.00050345 -0.01023786],1,1.0,False
4,56,[ 1.0380057e-02  2.0327526e-01  2.9868999e-04 -3.0276191e-01],1,1.0,False
4,57,[ 0.01444556  0.00814905 -0.00575655 -0.00998479],0,1.0,False
4,58,[ 0.01460854 -0.18688987 -0.00595624  0.28087634],0,1.0,False
4,59,[ 0.01087075  0.00831653 -0.00033872 -0.01367921],1,1.0,False
4,60,[ 0.01103708 -0.18680055 -0.0006123   0.27889684],0,1.0,False
4,61,[ 0.00730107  0.00833012  0.00496564 -0.01397915],1,1.0,False
4,62,[ 0.00746767  0.20338051  0.00468605 -0.30509123],1,1.0,False
4,63,[ 0.01153528  0.00819209 -0.00141577 -0.01093413],0,1.0,False
4,64,[ 0.01169912 -0.18690953 -0.00163445  0.28130177],0,1.0,False
4,65,[ 0.00796093  0.0082357   0.00399158 -0.01189621],1,1.0,False
4,66,[ 0.00812564  0.20330018  0.00375366 -0.30331707],1,1.0,False
4,67,[ 0.01219165  0.00812494 -0.00231269 -0.0094527 ],0,1.0,False
4,68,[ 0.01235415 -0.18696377 -0.00250174  0.28249964],0,1.0,False
4,69,[ 0.00861487  0.00819377  0.00314825 -0.01097126],1,1.0,False
4,70,[ 0.00877875  0.20327044  0.00292883 -0.3026592 ],1,1.0,False
4,71,[ 0.01284415  0.00810686 -0.00312436 -0.00905404],0,1.0,False
4,72,[ 0.01300629 -0.18697014 -0.00330544  0.28264147],0,1.0,False
4,73,[ 0.00926689  0.0081988   0.00234739 -0.01108213],1,1.0,False
4,74,[ 0.00943086  0.203287    0.00212575 -0.30302352],1,1.0,False
4,75,[ 0.0134966   0.00813483 -0.00393472 -0.00967092],0,1.0,False
4,76,[ 0.0136593  -0.18693048 -0.00412814  0.28176796],0,1.0,False
4,77,[ 0.00992069  0.00825012  0.00150722 -0.0122141 ],1,1.0,False
4,78,[ 0.01008569  0.20335042  0.00126294 -0.3044211 ],1,1.0,False
4,79,[ 0.0141527   0.00821049 -0.00482548 -0.01134014],0,1.0,False
4,80,[ 0.01431691 -0.18684192 -0.00505229  0.2798164 ],0,1.0,False
4,81,[ 0.01058007  0.00835173  0.00054404 -0.01445573],1,1.0,False
4,82,[ 1.0747109e-02 -1.8677802e-01  2.5492674e-04  2.7839881e-01],0,1.0,False
4,83,[ 0.00701155  0.0083403   0.0058229  -0.01420371],1,1.0,False
4,84,[ 0.00717835  0.20337826  0.00553883 -0.30504376],1,1.0,False
4,85,[ 0.01124592  0.00817782 -0.00056205 -0.01061919],0,1.0,False
4,86,[ 0.01140948 -0.18693607 -0.00077443  0.28188637],0,1.0,False
4,87,[ 0.00767075  0.00819692  0.0048633  -0.01104072],1,1.0,False
4,88,[ 0.00783469  0.20324878  0.00464248 -0.30218527],1,1.0,False
4,89,[ 0.01189967  0.00806098 -0.00140122 -0.00804182],0,1.0,False
4,90,[ 0.01206089 -0.18704085 -0.00156206  0.28419867],0,1.0,False
4,91,[ 0.00832007  0.00810334  0.00412191 -0.00897651],1,1.0,False
4,92,[ 0.00848214  0.20316593  0.00394238 -0.3003561 ],1,1.0,False
4,93,[ 0.01254546  0.00798802 -0.00206474 -0.00643241],0,1.0,False
4,94,[ 0.01270522 -0.18710425 -0.00219339  0.28559834],0,1.0,False
4,95,[ 0.00896313  0.0080489   0.00351858 -0.00777555],1,1.0,False
4,96,[ 0.00912411  0.20312022  0.00336307 -0.29934624],1,1.0,False
4,97,[ 0.01318651  0.00795049 -0.00262385 -0.00560457],0,1.0,False
4,98,[ 0.01334552 -0.18713373 -0.00273595  0.28624934],0,1.0,False
4,99,[ 0.00960285  0.00802713  0.00298904 -0.00729522],1,1.0,False
4,100,[ 0.00976339  0.20310609  0.00284314 -0.29903358],1,1.0,False
4,101,[ 0.01382551  0.00794373 -0.00313753 -0.00545533],0,1.0,False
4,102,[ 0.01398439 -0.18713309 -0.00324664  0.28623602],0,1.0,False
4,103,[ 0.01024173  0.00803501  0.00247808 -0.0074691 ],1,1.0,False
4,104,[ 0.01040243  0.20312133  0.0023287  -0.29936913],1,1.0,False
4,105,[ 0.01446485  0.00796627 -0.00365869 -0.00595269],0,1.0,False
4,106,[ 0.01462418 -0.18710302 -0.00377774  0.28557363],0,1.0,False
4,107,[ 0.01088212  0.00807261  0.00193373 -0.00829837],1,1.0,False
4,108,[ 0.01104357  0.20316677  0.00176777 -0.30037054],1,1.0,False
4,109,[ 0.01510691  0.00801967 -0.00423965 -0.00713063],0,1.0,False
4,110,[ 0.0152673  -0.18704122 -0.00438226  0.28421164],0,1.0,False
4,111,[ 0.01152647  0.00814295  0.00130197 -0.00985021],1,1.0,False
4,112,[ 0.01168933  0.2032462   0.00110497 -0.30212206],1,1.0,False
4,113,[ 0.01575426  0.00810853 -0.00493747 -0.00909086],0,1.0,False
4,114,[ 0.01591643 -0.18694226 -0.00511929  0.28203017],0,1.0,False
4,115,[ 0.01217758  0.00825233  0.00052131 -0.01226297],1,1.0,False
4,116,[ 1.2342630e-02  2.0336680e-01  2.7605458e-04 -3.0478138e-01],1,1.0,False
4,117,[ 0.01640997  0.00824092 -0.00581957 -0.0120114 ],0,1.0,False
4,118,[ 0.01657478 -0.1867971  -0.0060598   0.27882972],0,1.0,False
4,119,[ 0.01283884  0.00841078 -0.00048321 -0.01575828],1,1.0,False
4,120,[ 0.01300706 -0.18670423 -0.00079837  0.27677214],0,1.0,False
4,121,[ 0.00927297  0.00842909  0.00473707 -0.01616248],1,1.0,False
4,122,[ 0.00944155  0.20348279  0.00441382 -0.30734706],1,1.0,False
4,123,[ 0.01351121  0.00829822 -0.00173312 -0.01327539],0,1.0,False
4,124,[ 0.01367718 -0.18679883 -0.00199863  0.2788602 ],0,1.0,False
4,125,[ 0.0099412   0.00835157  0.00357858 -0.01445241],1,1.0,False
4,126,[ 0.01010823  0.20342202  0.00328953 -0.3060041 ],1,1.0,False
4,127,[ 0.01417667  0.00825335 -0.00283055 -0.01228556],0,1.0,False
4,128,[ 0.01434174 -0.1868279  -0.00307626  0.27950296],0,1.0,False
4,129,[ 0.01060518  0.00833781  0.00251379 -0.01414863],1,1.0,False
4,130,[ 0.01077194  0.20342362  0.00223082 -0.30603737],1,1.0,False
4,131,[ 0.01484041  0.00826995 -0.00388993 -0.01265173],0,1.0,False
4,132,[ 0.01500581 -0.186796   -0.00414296  0.27880135],0,1.0,False
4,133,[ 0.01126989  0.00838481  0.00143307 -0.01518538],1,1.0,False
4,134,[ 0.01143758  0.20348617  0.00112936 -0.3074158 ],1,1.0,False
4,135,[ 0.01550731  0.00834815 -0.00501896 -0.01437693],0,1.0,False
4,136,[ 0.01567427 -0.18670146 -0.0053065   0.27671823],0,1.0,False
4,137,[ 0.01194024  0.00849579  0.00022787 -0.01763363],1,1.0,False
4,138,[ 1.2110156e-02 -1.8662943e-01 -1.2480398e-04  2.7512118e-01],0,1.0,False
4,139,[ 0.00837757  0.0084943   0.00537762 -0.0176011 ],1,1.0,False
4,140,[ 0.00854745  0.20353872  0.0050256  -0.30858248],1,1.0,False
4,141,[ 0.01261823  0.00834552 -0.00114605 -0.01431887],0,1.0,False
4,142,[ 0.01278514 -0.18675998 -0.00143243  0.27800223],0,1.0,False
4,143,[ 0.00904994  0.00838238  0.00412762 -0.01513212],1,1.0,False
4,144,[ 0.00921759  0.2034449   0.00382497 -0.30650988],1,1.0,False
4,145,[ 0.01328648  0.00826865 -0.00230522 -0.01262312],0,1.0,False
4,146,[ 0.01345186 -0.18682016 -0.00255769  0.2793316 ],0,1.0,False
4,147,[ 0.00971545  0.00833818  0.00302895 -0.01415692],1,1.0,False
4,148,[ 0.00988222  0.20341656  0.00274581 -0.30588263],1,1.0,False
4,149,[ 0.01395055  0.00825559 -0.00337185 -0.01233503],0,1.0,False
4,150,[ 0.01411566 -0.18681784 -0.00361855  0.27928215],0,1.0,False
4,151,[ 0.0103793   0.00835554  0.0019671  -0.01453987],1,1.0,False
4,152,[ 0.01054642  0.20344922  0.0016763  -0.3066015 ],1,1.0,False
4,153,[ 0.0146154   0.00830343 -0.00445573 -0.01339039],0,1.0,False
4,154,[ 0.01478147 -0.18675435 -0.00472354  0.27788338],0,1.0,False
4,155,[ 0.01104638  0.00843468  0.00083413 -0.0162856 ],1,1.0,False
4,156,[ 0.01121507 -0.18669923  0.00050842  0.27666038],0,1.0,False
4,157,[ 0.00748109  0.00841547  0.00604162 -0.01586214],1,1.0,False
4,158,[ 0.0076494   0.20345026  0.00572438 -0.30663276],1,1.0,False
4,159,[ 0.0117184   0.00824721 -0.00040827 -0.01215002],0,1.0,False
4,160,[ 0.01188335 -0.18686889 -0.00065127  0.28040406],0,1.0,False
4,161,[ 0.00814597  0.00826235  0.00495681 -0.0124842 ],1,1.0,False
4,162,[ 0.00831122  0.20331286  0.00470712 -0.3035991 ],1,1.0,False
4,163,[ 0.01237748  0.00812414 -0.00136486 -0.00943536],0,1.0,False
4,164,[ 0.01253996 -0.1869782  -0.00155357  0.28281662],0,1.0,False
4,165,[ 0.00880039  0.00816587  0.00410277 -0.01035589],1,1.0,False
4,166,[ 0.00896371  0.20322874  0.00389565 -0.3017415 ],1,1.0,False
4,167,[ 0.01302829  0.00805148 -0.00213918 -0.00783254],0,1.0,False
4,168,[ 0.01318932 -0.18703972 -0.00229583  0.28417468],0,1.0,False
4,169,[ 0.00944852  0.0081149   0.00338766 -0.00923145],1,1.0,False
4,170,[ 0.00961082  0.2031881   0.00320303 -0.3008436 ],1,1.0,False
4,171,[ 0.01367458  0.00802064 -0.00281384 -0.00715223],0,1.0,False
4,172,[ 0.01383499 -0.18706083 -0.00295688  0.28464156],0,1.0,False
4,173,[ 0.01009378  0.00810316  0.00273595 -0.00897247],1,1.0,False
4,174,[ 0.01025584  0.20318577  0.0025565  -0.30079094],1,1.0,False
4,175,[ 0.01431956  0.00802747 -0.00345932 -0.00730283],0,1.0,False
4,176,[ 0.01448011 -0.1870447  -0.00360538  0.28428665],0,1.0,False
4,177,[ 0.01073921  0.00812849  0.00208035 -0.00953122],1,1.0,False
4,178,[ 0.01090178  0.20322055  0.00188973 -0.30155703],1,1.0,False
4,179,[ 0.01496619  0.00807171 -0.00414141 -0.00827873],0,1.0,False
4,180,[ 0.01512763 -0.1869906  -0.00430699  0.28309464],0,1.0,False
4,181,[ 0.01138781  0.00819251  0.00135491 -0.01094355],1,1.0,False
4,182,[ 0.01155166  0.203295    0.00113604 -0.3031987 ],1,1.0,False
4,183,[ 0.01561756  0.00815688 -0.00492794 -0.01015769],0,1.0,False
4,184,[ 0.0157807  -0.18689404 -0.00513109  0.28096634],0,1.0,False
4,185,[ 0.01204282  0.00830072  0.00048824 -0.01333048],1,1.0,False
4,186,[ 1.2208835e-02  2.0341566e-01  2.2162698e-04 -3.0585933e-01],1,1.0,False
4,187,[ 0.01627715  0.00829055 -0.00589556 -0.01310651],0,1.0,False
4,188,[ 0.01644296 -0.18674636 -0.00615769  0.27771047],0,1.0,False
4,189,[ 0.01270803  0.0084629  -0.00060348 -0.0169082 ],1,1.0,False
4,190,[ 0.01287729 -0.1866504  -0.00094164  0.27558425],0,1.0,False
4,191,[ 0.00914428  0.00848498  0.00457004 -0.01739551],1,1.0,False
4,192,[ 0.00931398  0.2035411   0.00422213 -0.30863303],1,1.0,False
4,193,[ 0.0133848   0.00835924 -0.00195053 -0.01462156],0,1.0,False
4,194,[ 0.01355199 -0.18673468 -0.00224296  0.27744532],0,1.0,False
4,195,[ 0.0098173   0.0084192   0.00330595 -0.0159442 ],1,1.0,False
4,196,[ 0.00998568  0.20349358  0.00298706 -0.30758223],1,1.0,False
4,197,[ 0.01405555  0.00832919 -0.00316458 -0.01395876],0,1.0,False
4,198,[ 0.01422213 -0.18674724 -0.00344376  0.27772403],0,1.0,False
4,199,[ 0.01048719  0.00842368  0.00211072 -0.01604307],1,1.0,False
4,200,[ 0.01065566  0.20351529  0.00178986 -0.3080593 ],1,1.0,False
4,201,[ 0.01472597  0.00836789 -0.00437133 -0.01481243],0,1.0,False
4,202,[ 0.01489333 -0.1866911  -0.00466757  0.2764881 ],0,1.0,False
4,203,[ 0.01115951  0.00849713  0.00086219 -0.01766333],1,1.0,False
4,204,[ 0.01132945 -0.18663718  0.00050892  0.2752915 ],0,1.0,False
4,205,[ 0.0075967   0.00847751  0.00601475 -0.01723086],1,1.0,False
4,206,[ 0.00776626  0.20351268  0.00567013 -0.30801   ],1,1.0,False
4,207,[ 0.01183651  0.00831041 -0.00049007 -0.01354428],0,1.0,False
4,208,[ 0.01200272 -0.18680452 -0.00076095  0.27898398],0,1.0,False
4,209,[ 0.00826663  0.00832829  0.00481873 -0.01393885],1,1.0,False
4,210,[ 0.00843319  0.2033808   0.00453995 -0.30509752],1,1.0,False
4,211,[ 0.01250081  0.00819445 -0.001562   -0.01098627],0,1.0,False
4,212,[ 0.0126647  -0.18690507 -0.00178172  0.28120342],0,1.0,False
4,213,[ 0.0089266   0.00824225  0.00384234 -0.01204093],1,1.0,False
4,214,[ 0.00909144  0.2033089   0.00360152 -0.3035091 ],1,1.0,False
4,215,[ 0.01315762  0.0081358  -0.00246866 -0.00969249],0,1.0,False
4,216,[ 0.01332033 -0.18695067 -0.00266251  0.28221053],0,1.0,False
4,217,[ 0.00958132  0.00820916  0.0029817  -0.01131095],1,1.0,False
4,218,[ 0.0097455   0.20328823  0.00275549 -0.30305162],1,1.0,False
4,219,[ 0.01381127  0.00812711 -0.00330555 -0.00950096],0,1.0,False
4,220,[ 0.01397381 -0.18694727 -0.00349557  0.2821372 ],0,1.0,False
4,221,[ 0.01023487  0.00822436  0.00214718 -0.01164616],1,1.0,False
4,222,[ 0.01039935  0.20331545  0.00191425 -0.30365086],1,1.0,False
4,223,[ 0.01446566  0.00816627 -0.00415876 -0.01036483],0,1.0,False
4,224,[ 0.01462899 -0.18689579 -0.00436606  0.28100306],0,1.0,False
4,225,[ 0.01089107  0.00828817  0.001254   -0.0130537 ],1,1.0,False
4,226,[ 0.01105683  0.2033921   0.00099293 -0.3053407 ],1,1.0,False
4,227,[ 0.01512468  0.00825602 -0.00511389 -0.01234481],0,1.0,False
4,228,[ 0.0152898  -0.18679221 -0.00536078  0.27872026],0,1.0,False
4,229,[ 0.01155395  0.0084058   0.00021362 -0.01564863],1,1.0,False
4,230,[ 1.1722069e-02 -1.8671921e-01 -9.9350305e-05  2.7710170e-01],0,1.0,False
4,231,[ 0.00798768  0.00840415  0.00544268 -0.01561257],1,1.0,False
4,232,[ 0.00815577  0.20344763  0.00513043 -0.3065733 ],1,1.0,False
4,233,[ 0.01222472  0.00825295 -0.00100103 -0.0122768 ],0,1.0,False
4,234,[ 0.01238978 -0.18685463 -0.00124657  0.28009012],0,1.0,False
4,235,[ 0.00865269  0.00828508  0.00435523 -0.01298571],1,1.0,False
4,236,[ 0.00881839  0.2033443   0.00409552 -0.30429134],1,1.0,False
4,237,[ 0.01288527  0.00816422 -0.00199031 -0.01031959],0,1.0,False
4,238,[ 0.01304856 -0.18692914 -0.0021967   0.2817347 ],0,1.0,False
4,239,[ 0.00930998  0.00822409  0.00343799 -0.01164024],1,1.0,False
4,240,[ 0.00947446  0.20329656  0.00320519 -0.30323645],1,1.0,False
4,241,[ 0.01354039  0.00812908 -0.00285954 -0.00954441],0,1.0,False
4,242,[ 0.01370297 -0.18695174 -0.00305043  0.28223494],0,1.0,False
4,243,[ 0.00996394  0.00821358  0.00259427 -0.01140853],1,1.0,False
4,244,[ 0.01012821  0.20329824  0.0023661  -0.3032718 ],1,1.0,False
4,245,[ 0.01419417  0.00814264 -0.00369934 -0.00984361],0,1.0,False
4,246,[ 0.01435702 -0.18692607 -0.00389621  0.28166986],0,1.0,False
4,247,[ 0.0106185   0.00825125  0.00173719 -0.01223938],1,1.0,False
4,248,[ 0.01078353  0.20334825  0.0014924  -0.3043737 ],1,1.0,False
4,249,[ 0.01485049  0.00820506 -0.00459507 -0.01122048],0,1.0,False
4,250,[ 0.01501459 -0.1868507  -0.00481948  0.28000912],0,1.0,False
4,251,[ 0.01127758  0.00833967  0.0007807  -0.01418996],1,1.0,False
4,252,[ 0.01144437  0.20345041  0.0004969  -0.30662647],1,1.0,False
4,253,[ 0.01551338  0.00832139 -0.00563563 -0.01378687],0,1.0,False
4,254,[ 0.01567981 -0.18671928 -0.00591137  0.27711263],0,1.0,False
4,255,[ 0.01194542  0.0084865  -0.00036911 -0.01742886],1,1.0,False
4,256,[ 0.01211515 -0.18663016 -0.00071769  0.27513757],0,1.0,False
4,257,[ 0.00838255  0.00850203  0.00478506 -0.01777161],1,1.0,False
4,258,[ 0.00855259  0.20355503  0.00442963 -0.30894098],1,1.0,False
4,259,[ 0.01262369  0.00837024 -0.00174919 -0.01486435],0,1.0,False
4,260,[ 0.0127911  -0.18672659 -0.00204648  0.27726617],0,1.0,False
4,261,[ 0.00905657  0.00842451  0.00349885 -0.01606151],1,1.0,False
4,262,[ 0.00922506  0.20349611  0.00317762 -0.30763847],1,1.0,False
4,263,[ 0.01329498  0.00832902 -0.00297515 -0.0139551 ],0,1.0,False
4,264,[ 0.01346156 -0.18675013 -0.00325426  0.27778766],0,1.0,False
4,265,[ 0.00972656  0.00841809  0.0023015  -0.01591989],1,1.0,False
4,266,[ 0.00989492  0.20350696  0.0019831  -0.30787578],1,1.0,False
4,267,[ 0.01396506  0.00835681 -0.00417442 -0.01456809],0,1.0,False
4,268,[ 0.01413219 -0.18670502 -0.00446578  0.27679485],0,1.0,False
4,269,[ 0.01039809  0.00848035  0.00107012 -0.01729324],1,1.0,False
4,270,[ 0.0105677  -0.18665694  0.00072425  0.27572712],0,1.0,False
4,271,[ 0.00683456  0.00845468  0.0062388  -0.01672728],1,1.0,False
4,272,[ 0.00700365  0.2034866   0.00590425 -0.30743527],1,1.0,False
4,273,[ 0.01107339  0.00828102 -0.00024445 -0.01289617],0,1.0,False
4,274,[ 0.01123901 -0.18683742 -0.00050238  0.2797096 ],0,1.0,False
4,275,[ 0.00750226  0.00829169  0.00509181 -0.01313172],1,1.0,False
4,276,[ 0.00766809  0.20334025  0.00482918 -0.30420378],1,1.0,False
4,277,[ 0.0117349   0.00814981 -0.0012549  -0.01000176],0,1.0,False
4,278,[ 0.01189789 -0.18695413 -0.00145493  0.28228498],0,1.0,False
4,279,[ 0.00815881  0.00818855  0.00419077 -0.01085648],1,1.0,False
4,280,[ 0.00832258  0.20325015  0.00397364 -0.30221424],1,1.0,False
4,281,[ 0.01238758  0.00807179 -0.00207065 -0.00828076],0,1.0,False
4,282,[ 0.01254902 -0.1870204  -0.00223626  0.28374815],0,1.0,False
4,283,[ 0.00880861  0.00813338  0.0034387  -0.00963925],1,1.0,False
4,284,[ 0.00897128  0.20320584  0.00324592 -0.30123526],1,1.0,False
4,285,[ 0.0130354   0.00803778 -0.00277879 -0.00753039],0,1.0,False
4,286,[ 0.01319615 -0.18704422 -0.0029294   0.2842745 ],0,1.0,False
4,287,[ 0.00945527  0.0081194   0.00275609 -0.0093309 ],1,1.0,False
4,288,[ 0.00961766  0.20320171  0.00256948 -0.30114296],1,1.0,False
4,289,[ 0.01368169  0.00804324 -0.00345338 -0.0076508 ],0,1.0,False
4,290,[ 0.01384256 -0.18702902 -0.0036064   0.28394055],0,1.0,False
4,291,[ 0.01010197  0.00814418  0.00207241 -0.00987763],1,1.0,False
4,292,[ 0.01026486  0.20323636  0.00187486 -0.30190596],1,1.0,False
4,293,[ 0.01432959  0.00808773 -0.00416326 -0.00863234],0,1.0,False
4,294,[ 0.01449134 -0.18697427 -0.00433591  0.28273413],0,1.0,False
4,295,[ 0.01075185  0.00820926  0.00131878 -0.01131317],1,1.0,False
4,296,[ 0.01091604  0.20331228  0.00109251 -0.30357972],1,1.0,False
4,297,[ 0.01498229  0.00817477 -0.00497908 -0.01055243],0,1.0,False
4,298,[ 0.01514578 -0.18687542 -0.00519013  0.2805554 ],0,1.0,False
4,299,[ 0.01140827  0.00832018  0.00042098 -0.01375996],1,1.0,False
4,300,[ 1.1574676e-02  2.0343609e-01  1.4577758e-04 -3.0631003e-01],1,1.0,False
4,301,[ 0.0156434   0.00831206 -0.00598042 -0.01358114],0,1.0,False
4,302,[ 0.01580964 -0.18672362 -0.00625205  0.2772089 ],0,1.0,False
4,303,[ 0.01207517  0.00848697 -0.00070787 -0.01743934],1,1.0,False
4,304,[ 0.01224491 -0.18662483 -0.00105665  0.27502015],0,1.0,False
4,305,[ 0.00851241  0.00851219  0.00444375 -0.01799584],1,1.0,False
4,306,[ 0.00868265  0.20357013  0.00408383 -0.30927342],1,1.0,False
